topic	weight	words
0	0,00421	wijl ongebonden zen zwijk zwak tgun gunnen toen evoë minn gemoed michi tibi wen leonora koom evoẽ zie trou zing 
1	0,08055	gheen ghelijck gheven soud waar waer iae zieden weet haer ding heel sijn maken zegenen oft sou zelf hart zin 
2	0,03143	nog zeer dog mede worden heb spreken magge zoo gelijk toen ben land hoord pleizier leggen dagen weg twee geld 
3	0,03119	kusje mond kussen kus ach lipje lust lusjes lippen zieltje kom venus eens kust ziel lief weer vreugde roosje rood 
4	0,06999	god gods ziel nooit worden eeuwig waar zoon zeer heil eens ten zich dood magge wezen weg zult alles jezus 
5	0,0454	vreugde twee wens bruydt bruydegom trouw bruyt vrede paar echt liefde geluk vrouw feest samen band bruyloft man beiden bruyd 
6	0,01664	dijn godt end syn dies woort heere volck dijnen siel noot eewich christ over doot loff enten godes helpen menschen 
7	0,05017	lief liefde hart troost hert pijn minnen venus reen vreugde princesse enten zwaar deur waar klaar eerbaar dienaar/diener wees heel 
8	0,04079	wijn drinken eens laet vrolijk bier lustig glas nat bacchus wyn maken vol brengen vat schenk bachus edel schenken vreugde 
9	0,0643	liefde hert lieven hart beminnen lief min liefd ziel minnen zin alleen brand kracht blijven vier deugd binnen waard wees 
10	0,09717	ben heb mijnen och waar mijne lang alleen weet toe wees hert maken kom spreken vrij zieden hand noden soud 
11	0,00808	hun godt geven waar vreugde kwaad vrome wees gods eeuwig dood weer nooit licht deese dit oock staat sal naar 
12	0,01675	volk doe israel gods land zee moyses water maken egypten pharao worden onder moses brengen wier tegen stad voeren steen 
13	0,04747	min nog zoo myn eens zoete dog nooit liefde zinnen leggen smart zien zal ach beminnen ziel zeer alleen zonder 
14	0,02864	god hemels maria moeder maeght godes soon wezen haer groeten ziel grond deugd bidden vrouw waer hof aard hoog och 
15	0,00135	dobbe vive alleluja geus qui dop nobis cum dob non rex nos iesv zit quàm gloriae gloria iesu quem hic 
16	0,02976	godt gods god mens kwaad gheen zonde hert waard wet recht zelf deugd zond straf heeren sijn noden geven zondaar 
17	0,12612	ziel hert hart ben smart kracht troost ach lust ten waar rust heb vinden eens hoog steeds toe hoop lang 
18	0,00502	lieven liefd armen gunst blijk uwent aensiet zijd liefde nemen oorlof kunnen leden vvt tonen d'armen dees onder bloem bestaan 
19	0,00265	mof couragie kwee koop brunette dragen toe suizen bogaert langeur und quickmen molenaar kom hans kleur wijd bagazie pij sloep 
20	0,01831	n't die't op't voor't door't vlieden sal't licht syn als't vinden twelck hetgeen hy't tgeen ghy't wanneer haast zacht vanden 
21	0,12319	vijand macht geweld strijd tegen hand sterk kracht vrij brengen strijden veld hulp zwaard vast onder bloed handen vallen vrees 
22	0,02618	zee schip wind baren winden water woeste land varen stroom storm golven baar klip strand diep drijven haven vlieden onweer 
23	0,03589	zoo zeer zich god zonder waar zelfs wezen kwaad zien staat zal mens zenden vinden ziet zult nooit gelijk zinnen 
24	0,05563	lijden kruis druk zwaar troost lijd strijd verblijden leed pijn verdriet vlees dragen einde noot ten vreugde leiden tijd kwaad 
25	0,03949	vrij vrijen eens krijgen spelen deur maken mede zieden ander dag oud gaet fraai loop gelijk jong vryers daerom best 
26	0,0119	kerk goods waard heyligt deur christus godes nieuw christen vlees geloof weer toch aen dit eerst toe hen min ziel 
27	0,00152	uwz fen god gunnen toe mei him naad sil uwt dear ijn hert ney oer for goads trog ynn wol 
28	0,02656	jij kom heb och nauw eens meysje vrij ben nou mede weer neen waar hey besje jou loop weet iou 
29	0,00761	vvant vvat vvilt n't vvil vvaer vvie med vvanneer uvven deur ten wezen phyllis vvel weder vvaerom vul corydon t'saem 
30	0,00271	baard droefheid hond hondt welcke welke proper stront altoos smelt canneken ras ginck susanna goud vaste zuiver wier water straten 
31	0,0062	neen boire evoe celestyn celestyne maagd toen boezem diaan schöne langs minnaar zinnen fidamant hartje maagden dianier vin lipjes karn 
32	0,01189	iesus roepen maria moeder spreken och hart lief lijden iesu iesum minnen zijd sijn martha kruis soon zieden vader hoog 
33	0,00487	mede hoofd baard vrede dauw broeder fijn siet schier sohay hermon klooster vloeien kunst velt balsem kalissen winnen bon elkander 
34	0,04824	mens zelf wijsheid werk maken wijs eigen verstand alleen rijk recht wens ieder leren kunnen reden toe hand prijs wort 
35	0,0205	zee schip mede varen weer voort schepen ree schipper landt menig god boord brengen komt over zondaar horen zeil man 
36	0,11709	kwaad boos vals vol haat tong straf snood schijn daad boosheid tegen schande bedrog wraak spot venijn recht waar list 
37	0,11959	spreken waren twee laten waard heeft ten drie brengen zondaar zaak haer mede worden horen binnen heeren dit ende vinden 
38	0,00654	iesu jesu jesus naem naâm jesum zaligheid eeuwig zondaar bekwaam onser strijd sal dief besnijden gemoet schrijven dalen lijden lustig 
39	0,00994	prins paus viva moeten maken geusen geus godt jck graef papen willen menig antwerpen hendrick lant spaensche schepen landen hoop 
40	0,01652	jesus zich nog dog naar hert liefde myn worden alles niets lam magge bloed maak geef god uwe recht hart 
41	0,00383	klok loure zonder vijf uur drie twee slaan velsen louw met'er floris tien hou twaalf zaaien kom off'er vier toure 
42	0,07174	god waard volk haer heere hand sal mens hoog mijne over naâm recht vijand zieden spreken zijne grond wegen haren 
43	0,00266	vrolijk vrolyk vrolijck weldoen beter abra vreugde termijn sober lachen staat hemels vro gunst dienen mede eeuwig schandelijk duist lonen 
44	0,00475	datsen knecht blind vos jok heb wee blinden vinden blinde bezien gasten vol splinter huis broeders waren wees bruyloft bidden 
45	0,02532	gods enten vrij zondaar woord menschen gheen geloof wees zaad blijven vol elk broeders sheeren int n't paulus christen klaar 
46	0,05681	hert eens laet min hun pijn liefde oft smart toch wilt naer minnen wees vol beminnen vinden myn gheen n't 
47	0,0068	zijd jck mijnen lof sarila k'en compt heel zoo naer siel zieden hun ghelijck mijne traan t'is eens vlieden aard 
48	0,05023	zingen vreugde zang spelen blij spel springen vrolijk hoog horen lof geluid stem lied snaren kwelen keel alleluia dansen verheugd 
49	0,04044	nacht dag slapen slaap rust wacht deur lang licht waken rusten lust tijd morgen bed open bidden dromen droom lusten 
50	0,05934	groen mey vruchten bloeien vrucht groeien tijd kruid boom winter vreugde vol veld planten zaad spruit hof gras bomen bloemen 
51	0,00342	vedel bijten philis haer wacht verraden vreugde lijst lering spoelen dicht malen schaen dag zou zee beginnen woorden bijt hertje 
52	0,02793	jesus iesus spreken zegge petrus weer geven christus vragen doden gelijk zijd wees geloof soon godt zenden vinden mens sijn 
53	0,00172	kik mei ian kick scho mayn agh condy ghay mein bagijnkens overveen veelkens brouwen elk zaaien roselijne trvdo mene gaai 
54	0,00624	boer kermis boeren ian kees meest zot jan hun wijn wever worden nemen sou waar lang ende fraai pieter zat 
55	0,05967	haer schoonheid roos wit vol scholen glans leden bloem deugd lof root hoofd roem twee goud ieder gelijk net kroon 
56	0,00404	hun god land volk dijn gods stad kerk worden woord romen lang leggen maraen godes heil heren bosch spaensche geld 
57	0,10487	wilt deugd laet vreugde tijd altijd goed zin behagen wees jong kwaad bidden beminnen hart doet leder neemt dragen jeugd 
58	0,00697	spreken ende water vader vrouken christus drinken wilt prijzen roepen ogen wees horen broeder heere vol zelf eten bidden sijn 
59	0,16245	recht woord waar god goed wet waard kracht maken geloof leer zelf elk waarheid deugd kwaad werk mens licht hart 
60	0,03413	zich nooit naar nimmer steeds elk hun staat tij worden zelf ieder ander slechts menig zulk alles vrij vinden lust 
61	0,1161	licht oog hemel hoog son gezicht zon dag dalen ogen nacht stralen boven glans aard hemels duister klaar verdwijnen schijnen 
62	0,00511	minne houden garen vrij doelen minnespel woelen gek roepje wakker vallen hoo dicht braaf dijn crans krioelen gis heur snoeren 
63	0,04107	vreugde verdriet dood wees wereld tijd druk troost rijk och altijd zondaar verblijden zwaar lijden zieden hart eeuwig moeten wort 
64	0,14807	dood sterven doden droef pijn zucht vol zwaar graf lang verdriet klagen ach dag druk tranen treuren droevig smart weer 
65	0,00669	christus zeer ginck tempel iesus oock gods ioden dese worden alzo petrus vro zoo kyrie christum verklaren steen heere ander 
66	0,01519	prins land weer oranje vorst kant held roepen lang soldaten heel koning edel aen bloed helden victory braaf kroon ieder 
67	0,01754	elk liefd elck nochtans mensch hert ding waar meest weeg woord rechte zek ver schijn lieven hoog meerder botten zoeken 
68	0,00249	god foire doop ten over zaak elck meest haer stadt vervuld omtrent ontvangen petrus oock vol vruchten vroed taal maurits 
69	0,07207	ach lief heb trouw hert pijn beminnen waard sou droef sal sterven eens verlaten ben zieden leed min wreed klacht 
70	0,01996	godt sint godes hemels godts deugd hart doden sijn geloof goods noden haer ziel heel vroom lof geeft aen kerck 
71	0,00739	sijn vriend miin onder dochter lief mijnen ben ogen wijn barsten vriendin mijne ghelijck scholen liefelijk siet liefste gelijk zieden 
72	0,0504	gods christus wart god ende wereld mens enten heere gheen spreken dood wilt christum uan sijn gheuen alleen wort waarheid 
73	0,00428	ghoed bom maackt lust elk enten goods waard gheen kwaad lieven god deugd mens dees waan begeren zeer waarheid zyn 
74	0,00339	vaak zek syn deur dies waard n't gelijk goudt goed einde jeder staat baard nummer alsulken loeder tan staagh deese 
75	0,01294	hun godt hen naar volk zyn zich opdat heil heeren woord zoo vijands godts naâm zeer goed kracht zede macht 
76	0,01067	godt ziel godts haren zelf haer vinden hadd troost worden blij klaar wees n't liefde pur zaak bloot heel gheen 
77	0,04648	spijs brood eten wijn drank drinken geven honger dorst water voeden vlees zelf broden eed lichaam bloed tafel goed dit 
78	0,00878	vader moeder kind lief meisje ruyter jong och stout groen waar heb rijden dag nemen broeder alzo dochter jij zingen 
79	0,02338	myn hart ziel nooit steeds recht woord dag heil vrees zal geef hand gans spreken loof naar leiden zult zoo 
80	0,01022	dijn end god dij dijnen volk hun hebst hoog sijn kracht dies gods mits recht toch vast indië zes vrij 
81	0,07453	vader godt christus soon dood heilig lof eeuwig zonde reen wees sijn godts hemel vaders waard boven god klaar bloed 
82	0,04633	tijd dag haast jaar lang morgen vergaan heen zorg mens kort blijven nemen dagen heden weer jong vreugde gelijk bloem 
83	0,01281	zoo god gods nog zeer christus eeuwig goed onz worden iesus heemels staat weereld magge weerelds zelfs deez toch wees 
84	0,06382	man vrouw kind vader moeder trouwen jong trouw dochter god wijf vrouwen goed spreken oud haer huis vrouwe sou bloed 
85	0,0149	pijl cupido venus schicht boog klein schieten bogen jagen pijlen vliegen wicht jager schoot jacht tsa kracht tha iager kind 
86	0,06408	vreugde ziel hert vol deugd wanneer rust blij lust blijdschap alleen vermaak verheugd gemoed maken smaken hart vermaken verheugen eens 
87	0,00231	amarilli noe jeck bie troyen toe menen miede helena paris wier oenone pierelala heleen ghedenckt faderie einde rosa ond griecken 
88	0,03954	maken gelt goed geld man zondaar god betalen halen huis boer heb dragen eens zieden ten komt vragen vrouw werk 
89	0,01111	hun godt fijn glijck vijand oock godts woord siel vrij ghelijck vanden heere worden mijnen sijn naâm helpen dies daerom 
90	0,04049	klaar reen vreugde bruydegom scholen zondaar stad vol hoog troon hemels wees boven haer fijn klein bereid seer bruyt prijzen 
91	0,129	lust goed rust wereld god ziel schat vreugde hoog waard mens rijk hert zoeken rijkdom gemoed alleen vinden deel deugd 
92	0,04555	groen vee harder coridon herder min schaepjes onder lief ach herderin waer lust gras phillis son veld tyter cloris herders 
93	0,003	daerje menen jemie hand pan belofte dochter dit och lippen weder und mond quam elk iephthah ammon neder knippen durch 
94	0,10148	lof god prijs godt loven naâm heere boven zingen hoog grond sijn looft kracht maken hart dank hemel prijzen genade 
95	0,00192	vous mon kwee les qui poeder plus been pour coeur vos bon que sans touwen dans nous cessie pas amour 
96	0,02586	adieu lief scheiden och alzo jck ander blijven over moeten vrienden hart heb twee hoop waar laten oorlof mede tijd 
97	0,00199	zondaar pover beeldt chevael fille willen teghen teken genough vechten chiambriere portugael arent vyva ouy povre paeys gheesten bon blij 
98	0,10181	godt godts hemels eeuwig godes boven sijn vrede mensch zegen waer komt hemel goed ziel hoog sal woord scene heeren 
99	0,00625	net vis vangen vissen hand pieragie langs netten visscher angel zee uyt stede vergeten fijn beer dansen grond smeden visschers 
100	0,08738	heere wilt godt zonde ziel genade god kwaad bidden laet noot hart troost helpen misdaad zwaar altijd ben maken och 
101	0,03949	min minnen trouw liefde neen zin lieven reden hart lang maeght heb weer acht gunst tijd vrij minne lust ander 
102	0,00352	lazarus loth dom abraham tien meulen vrek vrolikheyt bad toerloerette knecht nocht tweemaal bannen leren enghelen ootmoed rosette engelen namaals 
103	0,01064	god toch gods broeder och moeten christus enten vrienden vroom horen mede zuster lijden haer paulus vader dood volk handen 
104	0,0111	god hun volk zek syn dies heeren heere goed elk naâm zijne land hoog goddeloos blijven weg geven zieden gunst 
105	0,01117	pracht hoog ramp amor kleden trots dragen pronk dees pralen kleed staat veracht weelde elk hof slecht geslacht voeren roem 
106	0,00614	heeft duren blijven goedheid arm alle knecht strekken zek abraham sijn noe altijd stout noah mijnen vrij arcke welk veer 
107	0,03179	godt heere coninck spreken israel zondaar end zaad gods vrij snel zelf dag kwaad zulk heeren volk dood vol daniel 
108	0,01161	abraham david spreken ioseph iacob sijn man godt soon isaac knecht elias tobias jacob saul sara broeder huis heeren broeders 
109	0,00244	lier let siet denckt schepper aensiet tiere tieren hemel hoort schoonheid haren vreugde geschapen blinken coure courage klaar indië boy 
110	0,0051	godts wort nooit zyn jesus zich zelf hemels zoon kruis naar godt bloed christus wereld oog rijk kerk och moed 
111	0,00383	end dijn god deinen huur fijn myn dyne dyn vrij mit zek męr gaar dyns dyner heefst binnen heb syn 
112	0,14858	godt god gods heeren christus worden laet liefde godts hart wart recht wees gheen moeten heere tijd wilt eeuwig werk 
113	0,03664	ten zek kroon volk hoog koning sijn ren troon rijk macht koningh scepter vorst naâm vol grond hand hoofd vorsten 
114	0,1393	zien roepen denken weer spreken heel heen nemen laten scheen hand lach doe sijn voort toe geven dies wier vast 
115	0,00266	foey foei mevrouw pest zein carel geil trouw gouverneur xaveri saght eerloos verzoeken vorst reis lust wiegezeel wijvesmyter hertogh doden 
116	0,01208	godt hert zek godts ten woord waer mens deuchdt heil noden lijk dies heen kracht node wij oog ramp haer 
117	0,00559	boven schijnen wanneer blinken bloed zieden honing lief binnen flora moeder eens vliegen hemel lachen zalig maken ogen zuigen bloemen 
118	0,0087	hij ghij wij ende sij hart god lief tijd zijd minnen heere maagd altyt willen zidel herteken gratie wereld wijl 
119	0,0114	venus goden mars pallas comt pan phoebus inder diana flora apollo deur iuno groen cupido vvant oock duert aurora eewicheyt 
120	0,18138	waar eens weet zieden neen anders sou toe lang vrij waer beter wees zelf ander blijven ten willen dit zegge 
121	0,00739	neus heel brant sol oud poot vlieger zondaar waren maken pater krijgen staart drie sijn bont zwart ruim duizend vuil 
122	0,01253	nieuw iaer nieuwen jaar jaer int oude nieuwe god iaar oud iare tijd nieuwejaer zwaar besnijden voorwaar klaar zalig gaar 
123	0,02704	vrede twist elk wort ander maken god blijven haat deur kwaad mede vriend nijd recht zelf zaak vriendschap meest worden 
124	0,07708	godt wereld mens eeuwig zonde doden kwaad siet wilt ziel godts zondaar eens tijd waer sterven woord komt bereid laet 
125	0,02591	bidden vader dijn hart heilig gheeft hand godt gheest geeft recht helpt wart amen laet geven naâm altijd schuld wijl 
126	0,00892	bloed fel t'uwaarts t'uwaart uwaarts uwaart hoofd moord dol lijdzaam over ghesont leeuw dier swijn muur zand hebt ontsteken helaes 
127	0,02669	godt doodt och heel mensch goed godts werelt worden werelts gunst dit me'e ziele n't val christi doden weeg godes 
128	0,00507	vol ach zieden tuk lust siet lie sie wit roem duyfje heu trots dartel n't lof trou dienst min ent 
129	0,00415	schoen deur lief int voer groet goed oeck toch veenes soe tis prinse schoene mei hij woerd prinses koemen dij 
130	0,03373	kind godt moeder stal geboren kinnetje mens klein maria kindt gheboren bethlehem vinden brengen maghet arm doek herodes leed soon 
131	0,01099	godt godts boven deur deugd waer hert goed kleur houje eeuwig heeft hen nen altijd wonder loven liefde scene hoog 
132	0,00217	ich das mein vnnd mir ein mich nitt dir zei sein dich hertz lieb jch mitt hab dein woll mier 
133	0,01594	end godt hen zien wees dies deur volk n't myn gans kracht maken vol tijd grond boos prijzen vijand spreken 
134	0,02621	wet weeg knecht recht heb hert ben rechten houden reen ogen verhoren bidden waarheid heere hoop vast gans stem oor 
135	0,00339	weder ten voortaen kleden pijnen termijn behoefte sonne koud schijnen sold leeu fijn duren regen jakus drie doe volstandich veer 
136	0,02421	roepen eens lijf gat jan huis zit weer vol loop kop eerst twee been half bed lopen gelijk val vel 
137	0,0029	weeg alleen wegh weg glas siet segh zingen doet sinds beuzeling cornua cornibus omnibus voerman roep gek waarom j'eenpaerich bom 
138	0,00522	wiens zek worden daarom mits zieden dees sijn dies ieder thans uyt leiden heden staag siet reden vlieden hoord stellen 
139	0,00417	daphne hansken vader gans roepen loop thee hans eens heulen snel laet fal jas vlucht hondje stralen laten tan deernis 
140	0,01326	myn godt hun oft syn hert naer jesus altydt maken gheen zien alleen ghelyck gelijk hebb hadd bruydt kom toch 
141	0,04709	bloed doden kruis dood wonden kruys lijden zonde lam sijn schuld hoofd handen vader cruys smart aen slaan jesus jesu 
142	0,0074	nog hemel hert hemels leggen zich ten zieden sijn oog heylig staat zondaar heyl eeuwig heen ligt maackt ziel lust 
143	0,00432	stad graef schieten slaan dood klein deur twee binnen spangiaerts haerlem moeten helena burger knechten spaengiaerts burgers dag soldaat elk 
144	0,00444	unde waerheydt lusten weven lang maken dag mit wijf werlt heft nemen gheen enig voorspoed hert vrij traag rusten ander 
145	0,08425	enten god elk zondaar tis zieden waard reen zulk int fel dood snel noot brengen gemeen prince haer dies fijn 
146	0,082	min hart ziel brand hert ach smart waard wreed gezicht ogen zin pijn vlam vier venus borst heet lust hard 
147	0,01418	herder schapen schaepkens herders weide sus wolf harder slapen schaap stal stem kudde onder weiden voeden schaepken peis zoeken wolven 
148	0,03923	lief min trouw ach dog ben eens liefde myn hert heb wilt nog komt kom zeer engel vol zoete scholen 
149	0,01853	ziel hert genade iezus kracht gunst doet weer schuld over ach hand zenden dog leggen kwaad wegen eigen weg vader 
